Program to calculate energy of water
Input NAME of configuration file : 
Number of molecules 100000
Thread 0 evaluated 51217 pairs
Thread 1 evaluated 42497 pairs
Thread 9 evaluated 49160 pairs
Thread 10 evaluated 40761 pairs
Thread 5 evaluated 47606 pairs
Thread 11 evaluated 92440 pairs
Thread 6 evaluated 44138 pairs
Thread 7 evaluated 53291 pairs
Thread 4 evaluated 45939 pairs
Thread 2 evaluated 96851 pairs
Thread 1 evaluated 42496 pairs
Thread 0 evaluated 51216 pairs
Thread 3 evaluated 84622 pairs
Thread 10 evaluated 40760 pairs
Thread 9 evaluated 49159 pairs
Thread 5 evaluated 47605 pairs
Thread 6 evaluated 44137 pairs
Thread 8 evaluated 88798 pairs
Thread 7 evaluated 53290 pairs
Thread 4 evaluated 45938 pairs
Thread 1 evaluated 42495 pairs
Thread 10 evaluated 40759 pairs
Thread 0 evaluated 51215 pairs
Thread 9 evaluated 49158 pairs
Thread 11 evaluated 92439 pairs
Thread 5 evaluated 47604 pairs
Thread 6 evaluated 44136 pairs
Thread 1 evaluated 42494 pairs
Thread 2 evaluated 96850 pairs
Thread 4 evaluated 45937 pairs
Thread 3 evaluated 84621 pairs
Thread 7 evaluated 53289 pairs
Thread 10 evaluated 40758 pairs
Thread 0 evaluated 51214 pairs
Thread 9 evaluated 49157 pairs
Thread 5 evaluated 47603 pairs
Thread 6 evaluated 44135 pairs
Thread 1 evaluated 42493 pairs
Thread 8 evaluated 88797 pairs
Thread 10 evaluated 40757 pairs
Thread 4 evaluated 45936 pairs
Thread 7 evaluated 53288 pairs
Thread 11 evaluated 92438 pairs
Thread 0 evaluated 51213 pairs
Thread 9 evaluated 49156 pairs
Thread 5 evaluated 47602 pairs
Thread 6 evaluated 44134 pairs
Thread 1 evaluated 42492 pairs
Thread 10 evaluated 40756 pairs
Thread 3 evaluated 84620 pairs
Thread 2 evaluated 96849 pairs
Thread 4 evaluated 45935 pairs
Thread 7 evaluated 53287 pairs
Thread 6 evaluated 44133 pairs
Thread 5 evaluated 47601 pairs
Thread 9 evaluated 49155 pairs
Thread 1 evaluated 42491 pairs
Thread 0 evaluated 51212 pairs
Thread 10 evaluated 40755 pairs
Thread 8 evaluated 88796 pairs
Thread 4 evaluated 45934 pairs
Thread 11 evaluated 92437 pairs
Thread 7 evaluated 53286 pairs
Thread 6 evaluated 44132 pairs
Thread 1 evaluated 42490 pairs
Thread 5 evaluated 47600 pairs
Thread 10 evaluated 40754 pairs
Thread 9 evaluated 49154 pairs
Thread 0 evaluated 51211 pairs
Thread 3 evaluated 84619 pairs
Thread 2 evaluated 96848 pairs
Thread 4 evaluated 45933 pairs
Thread 6 evaluated 44131 pairs
Thread 1 evaluated 42489 pairs
Thread 10 evaluated 40753 pairs
Thread 5 evaluated 47599 pairs
Thread 7 evaluated 53285 pairs
Thread 9 evaluated 49153 pairs
Thread 8 evaluated 88795 pairs
Thread 0 evaluated 51210 pairs
Thread 4 evaluated 45932 pairs
Thread 11 evaluated 92436 pairs
Thread 1 evaluated 42488 pairs
Thread 10 evaluated 40752 pairs
Thread 6 evaluated 44130 pairs
Thread 5 evaluated 47598 pairs
Thread 7 evaluated 53284 pairs
Thread 9 evaluated 49152 pairs
Thread 3 evaluated 84618 pairs
Thread 2 evaluated 96847 pairs
Thread 0 evaluated 51209 pairs
Thread 10 evaluated 40751 pairs
Thread 1 evaluated 42487 pairs
Thread 4 evaluated 45931 pairs
Thread 6 evaluated 44129 pairs
Thread 5 evaluated 47597 pairs
Thread 9 evaluated 49151 pairs
Thread 7 evaluated 53283 pairs
Thread 8 evaluated 88794 pairs
Thread 10 evaluated 40750 pairs
Thread 1 evaluated 42486 pairs
Thread 11 evaluated 92435 pairs
Thread 6 evaluated 44128 pairs
Thread 0 evaluated 51208 pairs
Thread 4 evaluated 45930 pairs
Thread 5 evaluated 47596 pairs
Thread 3 evaluated 84617 pairs
Thread 9 evaluated 49150 pairs
Thread 10 evaluated 40749 pairs
Thread 7 evaluated 53282 pairs
Thread 2 evaluated 96846 pairs
Thread 1 evaluated 42485 pairs
Thread 6 evaluated 44127 pairs
Thread 4 evaluated 45929 pairs
Thread 0 evaluated 51207 pairs
Thread 5 evaluated 47595 pairs
Thread 10 evaluated 40748 pairs
Thread 9 evaluated 49149 pairs
Thread 8 evaluated 88793 pairs
Thread 1 evaluated 42484 pairs
Thread 7 evaluated 53281 pairs
Thread 6 evaluated 44126 pairs
Thread 11 evaluated 92434 pairs
Thread 4 evaluated 45928 pairs
Thread 0 evaluated 51206 pairs
Thread 3 evaluated 84616 pairs
Thread 5 evaluated 47594 pairs
Thread 10 evaluated 40747 pairs
Thread 1 evaluated 42483 pairs
Thread 9 evaluated 49148 pairs
Thread 6 evaluated 44125 pairs
Thread 2 evaluated 96845 pairs
Thread 7 evaluated 53280 pairs
Thread 4 evaluated 45927 pairs
Thread 10 evaluated 40746 pairs
Thread 5 evaluated 47593 pairs
Thread 0 evaluated 51205 pairs
Thread 1 evaluated 42482 pairs
Thread 8 evaluated 88792 pairs
Thread 9 evaluated 49147 pairs
Thread 6 evaluated 44124 pairs
Thread 11 evaluated 92433 pairs
Thread 7 evaluated 53279 pairs
Thread 10 evaluated 40745 pairs
Thread 4 evaluated 45926 pairs
Thread 3 evaluated 84615 pairs
Thread 5 evaluated 47592 pairs
Thread 1 evaluated 42481 pairs
Thread 0 evaluated 51204 pairs
Thread 6 evaluated 44123 pairs
Thread 9 evaluated 49146 pairs
Thread 2 evaluated 96844 pairs
Thread 10 evaluated 40744 pairs
Thread 7 evaluated 53278 pairs
Thread 4 evaluated 45925 pairs
Thread 5 evaluated 47591 pairs
Thread 1 evaluated 42480 pairs
Thread 6 evaluated 44122 pairs
Thread 8 evaluated 88791 pairs
Thread 11 evaluated 92432 pairs
Thread 9 evaluated 49145 pairs
Thread 0 evaluated 51203 pairs
Thread 10 evaluated 40743 pairs
Thread 3 evaluated 84614 pairs
Thread 1 evaluated 42479 pairs
Thread 7 evaluated 53277 pairs
Thread 4 evaluated 45924 pairs
Thread 5 evaluated 47590 pairs
Thread 6 evaluated 44121 pairs
Thread 10 evaluated 40742 pairs
Thread 9 evaluated 49144 pairs
Thread 2 evaluated 96843 pairs
Thread 0 evaluated 51202 pairs
Thread 1 evaluated 42478 pairs
Thread 5 evaluated 47589 pairs
Thread 7 evaluated 53276 pairs
Thread 4 evaluated 45923 pairs
Thread 6 evaluated 44120 pairs
Thread 10 evaluated 40741 pairs
Thread 11 evaluated 92431 pairs
Thread 8 evaluated 88790 pairs
Thread 9 evaluated 49143 pairs
Thread 3 evaluated 84613 pairs
Thread 1 evaluated 42477 pairs
Thread 0 evaluated 51201 pairs
Thread 5 evaluated 47588 pairs
Thread 4 evaluated 45922 pairs
Thread 10 evaluated 40740 pairs
Thread 6 evaluated 44119 pairs
Thread 7 evaluated 53275 pairs
Thread 2 evaluated 96842 pairs
Thread 9 evaluated 49142 pairs
Thread 1 evaluated 42476 pairs
Thread 10 evaluated 40739 pairs
Thread 0 evaluated 51200 pairs
Thread 5 evaluated 47587 pairs
Thread 6 evaluated 44118 pairs
Thread 4 evaluated 45921 pairs
Thread 11 evaluated 92430 pairs
Thread 7 evaluated 53274 pairs
Thread 8 evaluated 88789 pairs
Thread 1 evaluated 42475 pairs
Thread 9 evaluated 49141 pairs
Thread 3 evaluated 84612 pairs
Thread 10 evaluated 40738 pairs
Thread 6 evaluated 44117 pairs
Thread 5 evaluated 47586 pairs
Thread 0 evaluated 51199 pairs
Thread 4 evaluated 45920 pairs
Thread 7 evaluated 53273 pairs
Thread 1 evaluated 42474 pairs
Thread 2 evaluated 96841 pairs
Thread 9 evaluated 49140 pairs
Thread 10 evaluated 40737 pairs
Thread 6 evaluated 44116 pairs
Thread 5 evaluated 47585 pairs
Thread 11 evaluated 92429 pairs
Thread 4 evaluated 45919 pairs
Thread 0 evaluated 51198 pairs
Thread 8 evaluated 88788 pairs
Thread 1 evaluated 42473 pairs
Thread 7 evaluated 53272 pairs
Thread 10 evaluated 40736 pairs
Thread 3 evaluated 84611 pairs
Thread 9 evaluated 49139 pairs
Thread 6 evaluated 44115 pairs
Thread 5 evaluated 47584 pairs
Thread 1 evaluated 42472 pairs
Thread 4 evaluated 45918 pairs
Thread 10 evaluated 40735 pairs
Thread 0 evaluated 51197 pairs
Thread 2 evaluated 96840 pairs
Thread 7 evaluated 53271 pairs
Thread 6 evaluated 44114 pairs
Thread 9 evaluated 49138 pairs
Thread 5 evaluated 47583 pairs
Thread 11 evaluated 92428 pairs
Thread 1 evaluated 42471 pairs
Thread 10 evaluated 40734 pairs
Thread 4 evaluated 45917 pairs
Thread 8 evaluated 88787 pairs
Thread 3 evaluated 84610 pairs
Thread 0 evaluated 51196 pairs
Thread 6 evaluated 44113 pairs
Thread 7 evaluated 53270 pairs
Thread 9 evaluated 49137 pairs
Thread 5 evaluated 47582 pairs
Thread 1 evaluated 42470 pairs
Thread 10 evaluated 40733 pairs
Thread 4 evaluated 45916 pairs
Thread 2 evaluated 96839 pairs
Thread 6 evaluated 44112 pairs
Thread 0 evaluated 51195 pairs
Thread 9 evaluated 49136 pairs
Thread 7 evaluated 53269 pairs
Thread 10 evaluated 40732 pairs
Thread 1 evaluated 42469 pairs
Thread 5 evaluated 47581 pairs
Thread 11 evaluated 92427 pairs
Thread 3 evaluated 84609 pairs
Thread 8 evaluated 88786 pairs
Thread 4 evaluated 45915 pairs
Thread 6 evaluated 44111 pairs
Thread 10 evaluated 40731 pairs
Thread 1 evaluated 42468 pairs
Thread 9 evaluated 49135 pairs
Thread 0 evaluated 51194 pairs
Thread 7 evaluated 53268 pairs
Thread 5 evaluated 47580 pairs
Thread 4 evaluated 45914 pairs
Thread 6 evaluated 44110 pairs
Thread 2 evaluated 96838 pairs
Thread 10 evaluated 40730 pairs
Thread 1 evaluated 42467 pairs
Thread 9 evaluated 49134 pairs
Thread 11 evaluated 92426 pairs
Thread 5 evaluated 47579 pairs
Thread 0 evaluated 51193 pairs
Thread 7 evaluated 53267 pairs
Thread 3 evaluated 84608 pairs
Thread 8 evaluated 88785 pairs
Thread 6 evaluated 44109 pairs
Thread 4 evaluated 45913 pairs
Thread 10 evaluated 40729 pairs
Thread 1 evaluated 42466 pairs
Thread 9 evaluated 49133 pairs
Thread 5 evaluated 47578 pairs
Thread 7 evaluated 53266 pairs
Thread 0 evaluated 51192 pairs
Thread 6 evaluated 44108 pairs
Thread 10 evaluated 40728 pairs
Thread 4 evaluated 45912 pairs
Thread 1 evaluated 42465 pairs
Thread 2 evaluated 96837 pairs
Thread 11 evaluated 92425 pairs
Thread 9 evaluated 49132 pairs
Thread 5 evaluated 47577 pairs
Thread 3 evaluated 84607 pairs
Thread 10 evaluated 40727 pairs
Thread 6 evaluated 44107 pairs
Thread 7 evaluated 53265 pairs
Thread 8 evaluated 88784 pairs
Thread 0 evaluated 51191 pairs
Thread 1 evaluated 42464 pairs
Thread 4 evaluated 45911 pairs
Thread 5 evaluated 47576 pairs
Thread 9 evaluated 49131 pairs
Thread 10 evaluated 40726 pairs
Thread 6 evaluated 44106 pairs
Thread 7 evaluated 53264 pairs
Thread 1 evaluated 42463 pairs
Thread 0 evaluated 51190 pairs
Thread 4 evaluated 45910 pairs
Thread 2 evaluated 96836 pairs
Thread 11 evaluated 92424 pairs
Thread 10 evaluated 40725 pairs
Thread 5 evaluated 47575 pairs
Thread 3 evaluated 84606 pairs
Thread 9 evaluated 49130 pairs
Thread 6 evaluated 44105 pairs
Thread 1 evaluated 42462 pairs
Thread 8 evaluated 88783 pairs
Thread 7 evaluated 53263 pairs
Thread 4 evaluated 45909 pairs
Thread 0 evaluated 51189 pairs
Thread 10 evaluated 40724 pairs
Thread 5 evaluated 47574 pairs
Thread 6 evaluated 44104 pairs
Thread 9 evaluated 49129 pairs
Thread 1 evaluated 42461 pairs
Thread 7 evaluated 53262 pairs
Thread 4 evaluated 45908 pairs
Thread 2 evaluated 96835 pairs
Thread 10 evaluated 40723 pairs
Thread 11 evaluated 92423 pairs
Thread 0 evaluated 51188 pairs
Thread 3 evaluated 84605 pairs
Thread 6 evaluated 44103 pairs
Thread 5 evaluated 47573 pairs
Thread 1 evaluated 42460 pairs
Thread 9 evaluated 49128 pairs
Thread 8 evaluated 88782 pairs
Thread 10 evaluated 40722 pairs
Thread 4 evaluated 45907 pairs
Thread 7 evaluated 53261 pairs
Thread 6 evaluated 44102 pairs
Thread 5 evaluated 47572 pairs
Thread 0 evaluated 51187 pairs
Thread 1 evaluated 42459 pairs
Thread 9 evaluated 49127 pairs
Thread 10 evaluated 40721 pairs
Thread 11 evaluated 92422 pairs
Thread 2 evaluated 96834 pairs
Thread 4 evaluated 45906 pairs
Thread 3 evaluated 84604 pairs
Thread 7 evaluated 53260 pairs
Thread 6 evaluated 44101 pairs
Thread 1 evaluated 42458 pairs
Thread 5 evaluated 47571 pairs
Thread 0 evaluated 51186 pairs
Thread 9 evaluated 49126 pairs
Thread 10 evaluated 40720 pairs
Thread 8 evaluated 88781 pairs
Thread 4 evaluated 45905 pairs
Thread 6 evaluated 44100 pairs
Thread 1 evaluated 42457 pairs
Thread 5 evaluated 47570 pairs
Thread 7 evaluated 53259 pairs
Thread 10 evaluated 40719 pairs
Thread 9 evaluated 49125 pairs
Thread 0 evaluated 51185 pairs
Thread 11 evaluated 92421 pairs
Thread 2 evaluated 96833 pairs
Thread 1 evaluated 42456 pairs
Thread 6 evaluated 44099 pairs
Thread 3 evaluated 84603 pairs
Thread 4 evaluated 45904 pairs
Thread 5 evaluated 47569 pairs
Thread 10 evaluated 40718 pairs
Thread 7 evaluated 53258 pairs
Thread 8 evaluated 88780 pairs
Thread 9 evaluated 49124 pairs
Thread 0 evaluated 51184 pairs
Thread 1 evaluated 42455 pairs
Thread 6 evaluated 44098 pairs
Thread 10 evaluated 40717 pairs
Thread 4 evaluated 45903 pairs
Thread 5 evaluated 47568 pairs
Thread 7 evaluated 53257 pairs
Thread 9 evaluated 49123 pairs
Thread 11 evaluated 92420 pairs
Thread 1 evaluated 42454 pairs
Thread 6 evaluated 44097 pairs
Thread 3 evaluated 84602 pairs
Thread 0 evaluated 51183 pairs
Thread 10 evaluated 40716 pairs
Thread 2 evaluated 96832 pairs
Thread 4 evaluated 45902 pairs
Thread 5 evaluated 47567 pairs
Thread 7 evaluated 53256 pairs
Thread 8 evaluated 88779 pairs
Thread 1 evaluated 42453 pairs
Thread 9 evaluated 49122 pairs
Thread 10 evaluated 40715 pairs
Thread 6 evaluated 44096 pairs
Thread 0 evaluated 51182 pairs
Thread 4 evaluated 45901 pairs
Thread 5 evaluated 47566 pairs
Thread 1 evaluated 42452 pairs
Thread 7 evaluated 53255 pairs
Thread 10 evaluated 40714 pairs
Thread 11 evaluated 92419 pairs
Thread 9 evaluated 49121 pairs
Thread 6 evaluated 44095 pairs
Thread 3 evaluated 84601 pairs
Thread 2 evaluated 96831 pairs
Thread 5 evaluated 47565 pairs
Thread 4 evaluated 45900 pairs
Thread 0 evaluated 51181 pairs
Thread 1 evaluated 42451 pairs
Thread 10 evaluated 40713 pairs
Thread 8 evaluated 88778 pairs
Thread 6 evaluated 44094 pairs
Thread 9 evaluated 49120 pairs
Thread 7 evaluated 53254 pairs
Thread 5 evaluated 47564 pairs
Thread 4 evaluated 45899 pairs
Thread 10 evaluated 40712 pairs
Thread 1 evaluated 42450 pairs
Thread 0 evaluated 51180 pairs
Thread 11 evaluated 92418 pairs
Thread 6 evaluated 44093 pairs
Thread 3 evaluated 84600 pairs
Thread 9 evaluated 49119 pairs
Thread 7 evaluated 53253 pairs
Thread 2 evaluated 96830 pairs
Thread 5 evaluated 47563 pairs
Thread 10 evaluated 40711 pairs
Thread 4 evaluated 45898 pairs
Thread 1 evaluated 42449 pairs
Thread 0 evaluated 51179 pairs
Thread 6 evaluated 44092 pairs
Thread 8 evaluated 88777 pairs
Thread 9 evaluated 49118 pairs
Thread 7 evaluated 53252 pairs
Thread 10 evaluated 40710 pairs
Thread 1 evaluated 42448 pairs
Thread 5 evaluated 47562 pairs
Thread 4 evaluated 45897 pairs
Thread 11 evaluated 92417 pairs
Thread 6 evaluated 44091 pairs
Thread 3 evaluated 84599 pairs
Thread 0 evaluated 51178 pairs
Thread 9 evaluated 49117 pairs
Thread 10 evaluated 40709 pairs
Thread 2 evaluated 96829 pairs
Thread 1 evaluated 42447 pairs
Thread 7 evaluated 53251 pairs
Thread 5 evaluated 47561 pairs
Thread 4 evaluated 45896 pairs
Thread 6 evaluated 44090 pairs
Thread 8 evaluated 88776 pairs
Thread 10 evaluated 40708 pairs
Thread 0 evaluated 51177 pairs
Thread 9 evaluated 49116 pairs
Thread 1 evaluated 42446 pairs
Thread 5 evaluated 47560 pairs
Thread 7 evaluated 53250 pairs
Thread 4 evaluated 45895 pairs
Thread 6 evaluated 44089 pairs
Thread 11 evaluated 92416 pairs
Thread 3 evaluated 84598 pairs
Thread 10 evaluated 40707 pairs
Thread 1 evaluated 42445 pairs
Thread 9 evaluated 49115 pairs
Thread 0 evaluated 51176 pairs
Thread 2 evaluated 96828 pairs
Thread 5 evaluated 47559 pairs
Thread 7 evaluated 53249 pairs
Thread 6 evaluated 44088 pairs
Thread 4 evaluated 45894 pairs
Thread 10 evaluated 40706 pairs
Thread 8 evaluated 88775 pairs
Thread 1 evaluated 42444 pairs
Thread 9 evaluated 49114 pairs
Thread 5 evaluated 47558 pairs
Thread 0 evaluated 51175 pairs
Thread 6 evaluated 44087 pairs
Thread 11 evaluated 92415 pairs
Thread 10 evaluated 40705 pairs
Thread 7 evaluated 53248 pairs
Thread 3 evaluated 84597 pairs
Thread 4 evaluated 45893 pairs
Thread 1 evaluated 42443 pairs
Thread 9 evaluated 49113 pairs
Thread 2 evaluated 96827 pairs
Thread 6 evaluated 44086 pairs
Thread 5 evaluated 47557 pairs
Thread 10 evaluated 40704 pairs
Thread 0 evaluated 51174 pairs
Thread 4 evaluated 45892 pairs
Thread 7 evaluated 53247 pairs
Thread 1 evaluated 42442 pairs
Thread 8 evaluated 88774 pairs
Thread 10 evaluated 40703 pairs
Thread 9 evaluated 49112 pairs
Thread 6 evaluated 44085 pairs
Thread 5 evaluated 47556 pairs
Thread 11 evaluated 92414 pairs
Thread 3 evaluated 84596 pairs
Thread 1 evaluated 42441 pairs
Thread 0 evaluated 51173 pairs
Thread 4 evaluated 45891 pairs
Thread 7 evaluated 53246 pairs
Thread 10 evaluated 40702 pairs
Thread 6 evaluated 44084 pairs
Thread 2 evaluated 96826 pairs
Thread 9 evaluated 49111 pairs
Thread 5 evaluated 47555 pairs
Thread 1 evaluated 42440 pairs
Thread 4 evaluated 45890 pairs
Thread 8 evaluated 88773 pairs
Thread 0 evaluated 51172 pairs
Thread 7 evaluated 53245 pairs
Thread 10 evaluated 40701 pairs
Thread 6 evaluated 44083 pairs
Thread 11 evaluated 92413 pairs
Thread 9 evaluated 49110 pairs
Thread 5 evaluated 47554 pairs
Thread 3 evaluated 84595 pairs
Thread 1 evaluated 42439 pairs
Thread 4 evaluated 45889 pairs
Thread 10 evaluated 40700 pairs
Thread 0 evaluated 51171 pairs
Thread 7 evaluated 53244 pairs
Thread 6 evaluated 44082 pairs
Thread 2 evaluated 96825 pairs
Thread 1 evaluated 42438 pairs
Thread 5 evaluated 47553 pairs
Thread 9 evaluated 49109 pairs
Thread 10 evaluated 40699 pairs
Thread 8 evaluated 88772 pairs
Thread 4 evaluated 45888 pairs
Thread 6 evaluated 44081 pairs
Thread 7 evaluated 53243 pairs
Thread 0 evaluated 51170 pairs
Thread 1 evaluated 42437 pairs
Thread 11 evaluated 92412 pairs
Thread 3 evaluated 84594 pairs
Thread 5 evaluated 47552 pairs
Thread 9 evaluated 49108 pairs
Thread 10 evaluated 40698 pairs
Thread 4 evaluated 45887 pairs
Thread 6 evaluated 44080 pairs
Thread 1 evaluated 42436 pairs
Thread 7 evaluated 53242 pairs
Thread 2 evaluated 96824 pairs
Thread 0 evaluated 51169 pairs
Thread 5 evaluated 47551 pairs
Thread 10 evaluated 40697 pairs
Thread 9 evaluated 49107 pairs
Thread 8 evaluated 88771 pairs
Thread 6 evaluated 44079 pairs
Thread 4 evaluated 45886 pairs
Thread 1 evaluated 42435 pairs
Thread 3 evaluated 84593 pairs
Thread 11 evaluated 92411 pairs
Thread 10 evaluated 40696 pairs
Thread 7 evaluated 53241 pairs
Thread 5 evaluated 47550 pairs
Thread 0 evaluated 51168 pairs
Thread 9 evaluated 49106 pairs
Thread 6 evaluated 44078 pairs
Thread 1 evaluated 42434 pairs
Thread 4 evaluated 45885 pairs
Thread 10 evaluated 40695 pairs
Thread 2 evaluated 96823 pairs
Thread 5 evaluated 47549 pairs
Thread 7 evaluated 53240 pairs
Thread 9 evaluated 49105 pairs
Thread 0 evaluated 51167 pairs
Thread 6 evaluated 44077 pairs
Thread 8 evaluated 88770 pairs
Thread 1 evaluated 42433 pairs
Thread 4 evaluated 45884 pairs
Thread 10 evaluated 40694 pairs
Thread 3 evaluated 84592 pairs
Thread 11 evaluated 92410 pairs
Thread 5 evaluated 47548 pairs
Thread 7 evaluated 53239 pairs
Thread 9 evaluated 49104 pairs
Thread 6 evaluated 44076 pairs
Thread 1 evaluated 42432 pairs
Thread 0 evaluated 51166 pairs
Thread 10 evaluated 40693 pairs
Thread 4 evaluated 45883 pairs
Thread 2 evaluated 96822 pairs
Thread 5 evaluated 47547 pairs
Thread 6 evaluated 44075 pairs
Thread 1 evaluated 42431 pairs
Thread 9 evaluated 49103 pairs
Thread 10 evaluated 40692 pairs
Thread 7 evaluated 53238 pairs
Thread 8 evaluated 88769 pairs
Thread 0 evaluated 51165 pairs
Thread 3 evaluated 84591 pairs
Thread 4 evaluated 45882 pairs
Thread 11 evaluated 92409 pairs
Thread 5 evaluated 47546 pairs
Thread 1 evaluated 42430 pairs
Thread 6 evaluated 44074 pairs
Thread 10 evaluated 40691 pairs
Thread 9 evaluated 49102 pairs
Thread 7 evaluated 53237 pairs
Thread 4 evaluated 45881 pairs
Thread 0 evaluated 51164 pairs
Thread 5 evaluated 47545 pairs
Thread 2 evaluated 96821 pairs
Thread 10 evaluated 40690 pairs
Thread 1 evaluated 42429 pairs
Thread 6 evaluated 44073 pairs
Thread 9 evaluated 49101 pairs
Thread 8 evaluated 88768 pairs
Thread 3 evaluated 84590 pairs
Thread 7 evaluated 53236 pairs
Thread 11 evaluated 92408 pairs
Thread 4 evaluated 45880 pairs
Thread 10 evaluated 40689 pairs
Thread 0 evaluated 51163 pairs
Thread 1 evaluated 42428 pairs
Thread 5 evaluated 47544 pairs
Thread 6 evaluated 44072 pairs
Thread 9 evaluated 49100 pairs
Thread 7 evaluated 53235 pairs
Thread 10 evaluated 40688 pairs
Thread 1 evaluated 42427 pairs
Thread 4 evaluated 45879 pairs
Thread 6 evaluated 44071 pairs
Thread 5 evaluated 47543 pairs
Thread 2 evaluated 96820 pairs
Thread 0 evaluated 51162 pairs
Thread 3 evaluated 84589 pairs
Thread 8 evaluated 88767 pairs
Thread 9 evaluated 49099 pairs
Thread 11 evaluated 92407 pairs
Thread 10 evaluated 40687 pairs
Thread 1 evaluated 42426 pairs
Thread 7 evaluated 53234 pairs
Thread 4 evaluated 45878 pairs
Thread 6 evaluated 44070 pairs
Thread 5 evaluated 47542 pairs
Thread 0 evaluated 51161 pairs
Thread 9 evaluated 49098 pairs
Thread 10 evaluated 40686 pairs
Thread 1 evaluated 42425 pairs
Thread 6 evaluated 44069 pairs
Thread 4 evaluated 45877 pairs
Thread 7 evaluated 53233 pairs
Thread 5 evaluated 47541 pairs
Thread 2 evaluated 96819 pairs
Thread 3 evaluated 84588 pairs
Thread 10 evaluated 40685 pairs
Thread 0 evaluated 51160 pairs
Thread 8 evaluated 88766 pairs
Thread 11 evaluated 92406 pairs
Thread 9 evaluated 49097 pairs
Thread 1 evaluated 42424 pairs
Thread 6 evaluated 44068 pairs
Thread 4 evaluated 45876 pairs
